temperature,humidity,source_dataset
23.80546189,59.24537979,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.52510753,69.0276233,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
23.50297882,61.32026065,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
26.54986394,72.89187265,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.29563411,69.63481219,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.68899915,59.4375337,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.32666088,68.03449300000001,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
24.60532218,73.58868502,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
22.27373646,59.52193158,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
25.70196694,61.33450447,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.20129357,68.30578978,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
21.70181447,60.47470519,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.51716779,59.21235483,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
23.30355338,73.62548442,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
24.2547451,55.64709899,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
24.86374934,65.7420046,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
22.6265115,65.77472881,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.04185513,60.61494304,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
23.26237612,72.33125523,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
22.88330922,71.59722446,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
25.97482359,69.36385721,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
26.14384005,66.20569924,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.66116213,61.55327249,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
25.10787449,55.97732754,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
23.33844615,59.24580604,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
25.08239719,65.92195844,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
25.36768364,72.52054555,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
25.34217103,63.31801994,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
25.00933355,67.816568,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.66746724,71.516474,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.37999665,63.73849998,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.09300227,72.61024172,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
26.16985907,71.96246617,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.65396672,61.37879671,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
26.07470121,59.37147589,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.92851916,72.80086137,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
23.30546753,63.24648023,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.74826712,62.49878458,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.74213321,59.66263104,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
25.73044432,70.74739256,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.02498456,16.98861173,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.02061277,17.13159126,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.88776475,15.40589717,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.86805647,15.65809214,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.36952567,19.56381041,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.45078582,15.40312102,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.6543203,16.60820843,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.3348681,18.74926979,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.17912258,18.90426935,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.01272266,18.30968112,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.99373558,19.33470387,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.46233971,15.22538951,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.81344531,14.69765308,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.97424756,19.5161216,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.19737048,14.71070537,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.72963144,19.18197264,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.99502153,19.8601304,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.28155898,16.39535215,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.48042641,15.7559405,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.88818675,14.32313811,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.08498521,16.14565756,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.09340593,15.11279612,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.57212145,14.99927489,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.12065218,18.43475844,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.57665902,19.22008229,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.16606398,14.42457525,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.2872007,16.67921616,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.03025305,18.66725565,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.141861399999996,17.0662427,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.47809436,17.93253975,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.56601874,14.25803981,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.22385224,15.82069268,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.69141713,19.44225438,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.84851658,19.09172907,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.8202251,16.1074793,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.47500984,16.54314829,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.72649425,17.58406365,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.65580107,16.17772668,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.2356751,19.68538502,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.81198127,15.21618225,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.65054116,17.80852431,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.36720401,16.89574311,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.38120357,16.63805158,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.17012591,17.30457712,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.37101121,15.77458129,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.92845928,14.27327988,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.45339934,18.23490739,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.12829388,14.92241479,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.1034283,17.26184541,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.48504075,16.96070581,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.40751744,18.98030507,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.18649426,19.63719995,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.30287885,15.15405941,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.50361137,15.48083156,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.17234999,14.70085967,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.57445618,16.71826572,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.93175255,18.91295403,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.71098332,17.63879418,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.07937684,17.86754927,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.54988627,16.02542689,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.19903647,17.41333199,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.88852533,14.99451145,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.49311205,14.72115044,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.48974337,17.17260319,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.25769499,18.74943955,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.62416326,18.71483156,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.67526473,19.85388984,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.02381489,16.63294455,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.118744600000007,14.44228303,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.65691793,15.84572566,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.2582557,14.2804191,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.927806,15.85622899,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.16288268,15.83500655,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.26942271,19.96978871,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.09104223,18.25142068,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.06579293,17.54024066,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.62767492,14.44008871,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.8248451,17.85057083,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.46210401,18.72831993,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.18248372,16.42891834,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.48911699,16.39055394,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.48395377,14.76014523,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.48316794,17.44534641,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.71359733,18.09665739,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.48649305,16.06240074,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.95264829,14.82633099,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.41789736,16.80472243,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.45591848,18.02235902,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.19137759,16.41998269,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.8392908,14.74071856,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.71219282,19.83643308,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
18.99424448,15.9362937,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
19.96837462,15.57324389,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.81564548,17.60756635,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
20.71424384,15.27824066,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
17.34150229,18.75626255,/home/marius/Documents/Marius/PLBD/data/real/Crop_recommendation.xls
